name,address,house_type,price,price_per_area,area,valid_area,property_year,house_direction,hold_year,payandtax,house_used,sell_time,latest_trade,elevator,building_structure,buildtime,trade_property,supply_heating,fitment,floor,building_type,household_num
广厦花园,"黄岛,保税区",2室1厅1厨1卫,135,1.9467,69.35平米,61.39㎡,50年,南 北,满五年,"首付41万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-26,2000-01-01,暂无数据,钢混结构,2000年建/板楼,商品房,集中供暖,其他,中楼层 (共5层),板楼,一梯两户
金都花园,"市南,五四广场",2室2厅1厨1卫,222,1.9462,114.07平米,90㎡,70年,南 北,满五年,"首付67万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-17,1996-01-01,有,砖混结构,1994年建/塔楼,商品房,集中供暖,其他,高楼层 (共32层),塔楼,四梯八户
联城海岸锦城,"市北,海云庵",2室1厅1厨1卫,173,1.9458,88.91平米,67.84㎡,70年,南 北,满两年,"首付52万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-11,2013-12-31,有,钢混结构,2013年建/板塔结合,商品房,集中供暖,其他,高楼层 (共32层),板塔结合,两梯三户
瑞昌馨苑,"市北,湖岛",2室1厅1厨1卫,178,1.9452,91.51平米,69.71㎡,70年,南,满两年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-11,2013-11-27,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,高楼层 (共26层),板楼,两梯四户
七六新村,"市北,闫家山",2室1厅1厨1卫,130,1.9447,66.85平米,62.05㎡,70年,南 北,满两年,"首付39万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-05,2013-10-01,暂无数据,砖混结构,1998年建/板楼,商品房,集中供暖,其他,高楼层 (共7层),板楼,一梯三户
春和景明二期,"李沧,下王埠",2室1厅1厨1卫,176,1.9446,90.51平米,72.12㎡,70年,南 北,满两年,"首付53万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-27,2013-04-24,有,钢混结构,2012年建/板楼,商品房,集中供暖,其他,中楼层 (共22层),板楼,两梯三户
青啤酒香苑小区,"李沧,书院路",2室1厅1厨1卫,172,1.9431,88.52平米,77.56㎡,70年,南,满五年,"首付52万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-07,2011-07-11,暂无数据,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯两户
同盛苑,"李沧,沧口公园",2室1厅1厨1卫,165,1.9431,84.92平米,75.64㎡,70年,南 北,满五年,"首付50万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-27,2005-11-10,暂无数据,钢混结构,2002年建/板楼,商品房,集中供暖,简装,高楼层 (共6层),板楼,一梯两户
伟东幸福之城一期,"李沧,下王埠",3室2厅1厨1卫,226,1.942,116.38平米,94.88㎡,70年,南 北,满五年,"首付68万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-24,2011-10-14,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共18层),板楼,两梯四户
福安小区,"市北,福安",2室1厅1厨1卫,150,1.9418,77.25平米,59.6㎡,70年,东 南,满五年,"首付45万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-01,2009-07-01,有,钢混结构,2008年建/板楼,商品房,集中供暖,其他,低楼层 (共32层),板楼,三梯九户
万科魅力之城,"城阳,世纪公园",3室2厅1厨2卫,278,1.9413,143.21平米,143.21㎡,70年,南,满两年,"首付84万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-26,2015-08-21,有,钢混结构,2012年建/板楼,商品房,集中供暖,其他,高楼层 (共13层),板楼,两梯两户
鹏程花园,"市南,远洋广场",3室1厅1厨2卫,260,1.9403,134平米,暂无数据,70年,南,满五年,"首付78万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-04,2009-09-02,有,砖混结构,1996年建/板楼,商品房,集中供暖,其他,高楼层 (共24层),板楼,六梯一户
锦湖苑,"黄岛,天泰",3室2厅1厨2卫,255,1.9401,131.44平米,暂无数据,50年,南 北,满五年,"首付77万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-12,2002-02-01,暂无数据,砖混结构,2001年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯两户
开平路小区,"市北,闫家山",1室1厅1厨1卫,86,1.94,44.33平米,40.01㎡,70年,东 西,满五年,"首付26万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-23,2008-11-03,暂无数据,砖混结构,1989年建/板楼,商品房,集中供暖,简装,中楼层 (共7层),板楼,一梯六户
凤凰城,"黄岛,薛家岛",4室2厅1厨2卫,380,1.9388,196平米,156.62㎡,50年,南,满五年,"首付114万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-09-05,2011-09-20,有,钢混结构,2009年建/板楼,商品房,集中供暖,简装,高楼层 (共23层),板楼,两梯两户
伟东幸福之城一期,"李沧,下王埠",2室2厅1厨1卫,179,1.9377,92.38平米,72.58㎡,70年,南 北,满两年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-20,2013-02-18,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共18层),板楼,两梯三户
浮山路,"李沧,书院路",2室1厅1厨1卫,145,1.9375,74.84平米,65.03㎡,70年,南,满五年,"首付44万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-20,1997-05-02,暂无数据,钢混结构,1998年建/板楼,商品房,集中供暖,其他,低楼层 (共7层),板楼,一梯两户
广厦花园,"黄岛,保税区",4室4厅1厨2卫,148,1.9372,76.4平米,67.41㎡,50年,南 北,满五年,"首付45万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-07,2011-09-23,暂无数据,钢混结构,2000年建/板楼,商品房,集中供暖,其他,高楼层 (共5层),板楼,一梯两户
延安三路52-64（双号）,"市北,北仲",3室1厅1厨1卫,170,1.9369,87.77平米,暂无数据,70年,南,满五年,"首付51万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-06,2007-12-27,暂无数据,砖混结构,1996年建/板楼,商品房,集中供暖,其他,高楼层 (共8层),板楼,一梯三户
虎山花苑A区,"李沧,李村公园",3室2厅1厨2卫,225,1.9367,116.18平米,105.2㎡,70年,南 北,满五年,"首付68万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-02,2009-10-27,暂无数据,钢混结构,2002年建/板楼,经济适用房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
宜阳路,"市北,水清沟",1室0厅1厨1卫,70,1.9364,36.15平米,33.02㎡,70年,南 北,满五年,"首付21万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-16,2004-03-05,暂无数据,未知结构,未知年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯六户
提香海岸,"黄岛,金沙滩",1室1厅1厨1卫,106,1.9358,54.76平米,43.3㎡,70年,南,满两年,"首付32万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-14,2013-08-28,有,钢混结构,2014年建/板楼,商品房,集中供暖,其他,高楼层 (共15层),板楼,两梯三户
百通馨苑六区,"李沧,下王埠",3室2厅1厨1卫,200,1.9348,103.37平米,83.23㎡,70年,南 北,满五年,"首付60万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-10,2008-06-12,有,钢混结构,2007年建/板楼,商品房,集中供暖,简装,低楼层 (共14层),板楼,一梯两户
百通馨苑六区,"李沧,下王埠",1室1厅1厨1卫,128,1.9336,66.2平米,53.27㎡,70年,南,满两年,"首付39万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-12,2015-08-21,有,钢混结构,2007年建/板楼,商品房,集中供暖,其他,低楼层 (共13层),板楼,一梯三户
杭州路59号,"市北,海云庵",2室0厅1厨1卫,95,1.9321,49.17平米,暂无数据,70年,南 北,满五年,"首付29万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-13,1997-01-01,暂无数据,砖混结构,1995年建/板楼,商品房,集中供暖,其他,中楼层 (共9层),板楼,一梯三户
福林小区（宁夏路）,"市南,大尧",2室1厅1厨1卫,129,1.9318,66.78平米,59.19㎡,70年,南 北,满五年,"首付39万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-21,2005-12-10,暂无数据,砖混结构,1992年建/板楼,已购公房,集中供暖,精装,中楼层 (共6层),板楼,一梯三户
京沪山庄,"崂山,西姜",2室2厅1厨1卫,220,1.9317,113.89平米,103.83㎡,50年,南 北,满五年,"首付66万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-23,2012-01-08,暂无数据,钢混结构,2004年建/板楼,商品房,自供暖,其他,中楼层 (共5层),板楼,一梯两户
利津路散盘,"市北,台东",2室1厅1厨1卫,139,1.9306,72平米,66.41㎡,70年,南 北,满五年,"首付42万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-08,2010-09-03,暂无数据,钢混结构,1995年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯三户
前海花园,"崂山,西姜",2室2厅1厨1卫,192,1.9281,99.58平米,87㎡,50年,南 北,满两年,"首付58万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-21,2012-11-15,暂无数据,钢混结构,2002年建/板楼,拆迁还建房,自供暖,其他,中楼层 (共6层),板楼,一梯两户
湖畔雅居,"李沧,十梅庵",2室2厅1厨1卫,155,1.9258,80.49平米,65.41㎡,70年,南 北,满五年,"首付47万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-04,2009-11-04,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,低楼层 (共12层),板楼,一梯三户
百通馨苑五区,"李沧,下王埠",2室1厅1厨1卫,99,1.9257,51.41平米,暂无数据,70年,南,满两年,"首付30万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-27,2015-09-06,有,钢混结构,2007年建/板楼,商品房,集中供暖,简装,低楼层 (共15层),板楼,一梯四户
达利广场,"黄岛,香江路",3室2厅1厨2卫,285,1.9257,148平米,140㎡,50年,南 北,满五年,"首付86万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-09,2007-09-13,有,钢混结构,2007年建/塔楼,商品房,集中供暖,其他,低楼层 (共30层),塔楼,两梯三户
伟东幸福之城一期,"李沧,下王埠",2室1厅1厨1卫,173,1.9248,89.88平米,暂无数据,70年,南,满五年,"首付52万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-18,2011-07-08,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,高楼层 (共18层),板楼,两梯三户
百通馨苑六区,"李沧,下王埠",1室1厅1厨1卫,127,1.9243,66平米,53.27㎡,70年,南,满两年,"首付39万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-02,2015-09-14,有,钢混结构,2007年建/板楼,商品房,集中供暖,其他,中楼层 (共14层),板楼,一梯三户
双玉新苑,"李沧,书院路",2室1厅1厨1卫,110,1.9235,57.19平米,51.75㎡,70年,南,满五年,"首付33万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-19,2010-10-07,暂无数据,砖混结构,1993年建/板楼,商品房,集中供暖,其他,低楼层 (共5层),板楼,一梯三户
东李花园,"李沧,李沧万达",1室1厅1厨1卫,100,1.9231,52平米,45㎡,70年,南 北,满五年,"首付30万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-15,2010-10-20,暂无数据,砖混结构,1997年建/板楼,商品房,集中供暖,简装,低楼层 (共6层),板楼,一梯四户
凤凰城,"黄岛,薛家岛",2室1厅1厨2卫,180,1.9221,93.65平米,74.03㎡,50年,南,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-01-21,2012-02-23,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共21层),板楼,两梯三户
和达和城,"李沧,东李",2室1厅1厨1卫,180,1.92,93.75平米,73.07㎡,70年,南,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-23,2012-03-02,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,中楼层 (共22层),板楼,两梯四户
宝龙城市广场,"李沧,书院路",1室1厅1厨1卫,128,1.9197,66.68平米,暂无数据,70年,南 北,满两年,"首付39万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-06,2013-12-04,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,低楼层 (共18层),板楼,两梯六户
银禧苑,"市南,北仲",1室1厅1厨1卫,170,1.9192,88.58平米,67.17㎡,70年,南,满五年,"首付51万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-04,2003-10-29,有,钢混结构,2004年建/塔楼,商品房,集中供暖,其他,高楼层 (共26层),塔楼,四梯七户
福顺嘉园,"李沧,书院路",2室2厅1厨1卫,175,1.9168,91.3平米,78.74㎡,70年,南 北,满两年,"首付53万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-02,2013-08-27,有,钢混结构,2012年建/板楼,商品房,集中供暖,其他,中楼层 (共11层),板楼,一梯三户
提香海岸,"黄岛,金沙滩",1室1厅1厨1卫,110,1.9161,57.41平米,暂无数据,70年,南,满两年,"首付33万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-26,2013-06-19,有,钢混结构,2014年建/板楼,商品房,集中供暖,精装,低楼层 (共15层),板楼,两梯三户
建安小区,"李沧,书院路",3室1厅1厨1卫,159,1.9159,82.99平米,74.09㎡,70年,南,满五年,"首付48万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-13,2009-04-23,暂无数据,砖混结构,1998年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
绿岛印象,"黄岛,香江路",2室2厅1厨1卫,175,1.9155,91.36平米,71.17㎡,70年,南 北,满两年,"首付53万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-30,2013-12-20,有,钢混结构,2009年建/板塔结合,商品房,集中供暖,其他,中楼层 (共33层),板塔结合,两梯四户
宝达大厦,"李沧,李村公园",2室1厅1厨1卫,172,1.915,89.82平米,76.67㎡,70年,南 北,满五年,"首付52万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-03,2012-03-16,有,钢混结构,2009年建/板楼,商品房,集中供暖,简装,中楼层 (共15层),板楼,两梯六户
江山瑞城,"黄岛,石油大学",3室2厅1厨2卫,260,1.9146,135.8平米,109.37㎡,70年,南 北,满五年,"首付78万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-15,2010-10-30,有,钢混结构,2007年建/板楼,商品房,集中供暖,其他,低楼层 (共18层),板楼,一梯两户
鞍山路（海泊区）,"市北,海泊河",3室2厅1厨2卫,275,1.9142,143.67平米,130.17㎡,70年,南 北,满五年,"首付83万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-10,1995-11-10,暂无数据,砖混结构,2000年建/板楼,商品房,集中供暖,其他,高楼层 (共7层),板楼,一梯两户
盛华园小区,"市北,海泊河",3室1厅1厨1卫,165,1.914,86.21平米,暂无数据,70年,南 北,满五年,"首付50万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-08,2005-12-23,暂无数据,砖混结构,1998年建/板楼,商品房,集中供暖,其他,高楼层 (共7层),板楼,一梯两户
青山绿水,"李沧,十梅庵",3室2厅1厨1卫,178,1.914,93平米,82㎡,70年,南 北,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-21,2012-09-20,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,高楼层 (共15层),板楼,一梯两户
青山绿水,"李沧,十梅庵",3室2厅1厨1卫,178,1.914,93平米,暂无数据,70年,南,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-29,2012-08-22,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,低楼层 (共15层),板楼,一梯两户
山河城二期-伴山银河,"李沧,老鸦岭",2室2厅1厨1卫,188,1.9137,98.24平米,79.79㎡,70年,南,满两年,"首付57万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-17,2015-07-31,有,钢混结构,2014年建/板楼,商品房,集中供暖,毛坯,低楼层 (共19层),板楼,两梯四户
青岛铁路公寓,"市南,团岛",2室1厅1厨1卫,178,1.9128,93.06平米,66.88㎡,70年,西 北,满两年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-02,2012-12-08,暂无数据,钢混结构,1999年建,商品房,集中供暖,精装,高楼层 (共35层),,一梯十六户
兴隆路78号小区,"市北,海云庵",2室1厅1厨1卫,135,1.9111,70.64平米,62.93㎡,70年,南 北,满五年,"首付41万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-13,2002-04-10,暂无数据,钢混结构,1994年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯三户
翰林苑,"城阳,城阳实验二小",4室2厅1厨2卫,260,1.91,136.13平米,122.76㎡,50年,南,满五年,"首付78万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-09,2008-01-27,暂无数据,钢混结构,2003年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯两户
君峰路,"李沧,书院路",2室1厅1厨1卫,145,1.9097,75.93平米,66.15㎡,70年,南 北,满两年,"首付44万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-26,2013-03-18,暂无数据,砖混结构,1993年建/板楼,商品房,集中供暖,其他,低楼层 (共7层),板楼,一梯三户
鹏程花园,"市南,远洋广场",2室1厅1厨1卫,230,1.9091,120.48平米,97.68㎡,70年,南 北,满两年,"首付69万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-15,2013-03-28,有,砖混结构,1996年建/板楼,商品房,集中供暖,其他,低楼层 (共24层),板楼,六梯十八户
镇江路,"市南,镇江路",1室1厅1厨1卫,88,1.9077,46.13平米,暂无数据,70年,东 西,满五年,"首付27万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-28,2010-01-31,暂无数据,钢混结构,1991年建/板楼,商品房,集中供暖,其他,高楼层 (共7层),板楼,一梯五户
百通馨苑五区,"李沧,下王埠",2室1厅1厨1卫,174,1.9077,91.21平米,73.24㎡,70年,南 北,满五年,"首付53万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-06,2007-11-01,有,钢混结构,2007年建/板楼,商品房,集中供暖,精装,中楼层 (共14层),板楼,一梯两户
宝龙国际社区,"城阳,世纪公园",3室2厅1厨2卫,275,1.9075,144.17平米,118.79㎡,70年,南 北,满五年,"首付83万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-18,2011-12-21,有,钢混结构,2008年建/板楼,商品房,集中供暖,其他,高楼层 (共15层),板楼,两梯两户
青特城A区,"城阳,家佳源",3室2厅1厨2卫,245,1.9068,128.49平米,102.02㎡,70年,南,满两年,"首付74万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-09,2014-04-25,有,钢混结构,2013年建/板楼,商品房,集中供暖,其他,低楼层 (共18层),板楼,两梯三户
春和景明二期,"李沧,下王埠",2室2厅1厨1卫,171,1.9051,89.76平米,暂无数据,70年,南,满两年,"首付52万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-27,2013-06-21,有,钢混结构,2012年建/板楼,商品房,集中供暖,其他,低楼层 (共19层),板楼,两梯三户
百通馨苑五区,"李沧,下王埠",2室2厅1厨1卫,188,1.905,98.69平米,暂无数据,70年,南 北,满五年,"首付57万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-23,2008-08-29,有,钢混结构,2007年建/板楼,商品房,集中供暖,简装,低楼层 (共13层),板楼,一梯三户
德安路,"市北,水清沟",1室0厅1厨1卫,70,1.9027,36.79平米,33.37㎡,70年,南,满五年,"首付21万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-14,1985-08-01,暂无数据,砖混结构,1985年建/板楼,商品房,集中供暖,简装,中楼层 (共7层),板楼,一梯三户
华阳路广华园小区,"市北,海泊河",1室1厅1厨1卫,96,1.9014,50.49平米,暂无数据,70年,南,满五年,"首付29万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-19,2012-08-23,暂无数据,钢混结构,1998年建/板楼,商品房,集中供暖,精装,高楼层 (共7层),板楼,一梯四户
顺河家园,"李沧,李村公园",3室1厅1厨1卫,185,1.9012,97.31平米,91.47㎡,70年,南 北,满五年,"首付56万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-05,2003-03-18,暂无数据,砖混结构,1998年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯两户
天泰阳光海岸,"黄岛,天泰",1室1厅1厨1卫,120,1.9012,63.12平米,49.37㎡,50年,东南,满五年,"首付36万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-09,2005-03-28,有,钢混结构,2004年建/板楼,商品房,集中供暖,其他,高楼层 (共15层),板楼,四梯八户
埕口路,"市北,台东",2室1厅1厨1卫,150,1.8995,78.97平米,暂无数据,70年,南 北,满五年,"首付45万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-11,1998-10-11,暂无数据,砖混结构,1995年建/板楼,已购公房,集中供暖,精装,中楼层 (共7层),板楼,一梯四户
北仲二路,"市北,北仲",2室0厅1厨1卫,143,1.8991,75.3平米,暂无数据,70年,东南,满两年,"首付43万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-13,2014-09-30,暂无数据,砖混结构,1995年建/板楼,商品房,集中供暖,其他,低楼层 (共8层),板楼,一梯五户
和达和城,"李沧,东李",2室1厅1厨1卫,170,1.898,89.57平米,70.74㎡,70年,南,满两年,"首付51万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-10,2014-04-09,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,低楼层 (共23层),板楼,两梯四户
中冶圣乔维斯,"城阳,家佳源",3室1厅1厨2卫,230,1.8974,121.22平米,95.64㎡,70年,南 北,满两年,"首付69万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-28,2013-09-22,有,砖混结构,2012年建/板楼,商品房,集中供暖,其他,高楼层 (共16层),板楼,两梯三户
鲁商蓝岸国际一期二期,"黄岛,石油大学",3室2厅1厨2卫,264,1.8973,139.15平米,暂无数据,50年,南 北,满五年,"首付80万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-31,2011-12-13,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,高楼层 (共32层),板楼,两梯四户
湖畔雅居,"李沧,十梅庵",2室1厅1厨1卫,144,1.897,75.91平米,61.13㎡,70年,南,满五年,"首付44万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-19,2010-07-12,有,钢混结构,2011年建/板楼,商品房,集中供暖,简装,低楼层 (共13层),板楼,一梯三户
锦绣花园,"崂山,西姜",2室1厅1厨2卫,165,1.897,86.98平米,79.13㎡,50年,南 北,满五年,"首付50万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-20,2009-05-22,暂无数据,砖混结构,1999年建/板楼,商品房,自供暖,其他,高楼层 (共7层),板楼,一梯三户
长春路,"市北,海泊河",2室1厅1厨1卫,103,1.8959,54.33平米,暂无数据,70年,南,满五年,"首付31万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-17,2005-01-26,暂无数据,钢混结构,2000年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯六户
福岛小区,"李沧,枣儿山",2室1厅1厨1卫,138,1.8957,72.8平米,64.98㎡,70年,南 北,满五年,"首付42万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-20,2011-05-10,暂无数据,钢混结构,1995年建/板楼,商品房,集中供暖,简装,中楼层 (共6层),板楼,一梯两户
凤凰城,"黄岛,薛家岛",2室1厅1厨2卫,180,1.8948,95平米,75.59㎡,50年,南,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-02,2011-10-12,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共27层),板楼,两梯三户
新园小区,"市北,闫家山",2室1厅1厨1卫,121,1.8945,63.87平米,暂无数据,70年,南,满五年,"首付37万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-03,2010-09-27,暂无数据,砖混结构,1999年建/板楼,商品房,集中供暖,精装,中楼层 (共7层),板楼,一梯七户
百通馨苑六区,"李沧,下王埠",2室2厅1厨1卫,190,1.8925,100.4平米,88.39㎡,70年,南 北,满五年,"首付57万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-04,2008-08-06,暂无数据,钢混结构,2007年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
湖畔雅居,"李沧,十梅庵",2室1厅1厨1卫,132,1.8923,69.76平米,54.42㎡,70年,南 北,满五年,"首付40万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-17,2010-07-13,暂无数据,钢混结构,2011年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯六户
开平路,"市北,大沙路",2室0厅1厨1卫,98,1.8912,51.82平米,46.92㎡,70年,南,满两年,"首付30万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-08,2013-07-24,暂无数据,未知结构,未知年建,商品房,暂无数据,其他,中楼层 (共5层),,一梯四户
春和景明一期,"李沧,下王埠",1室1厅1厨1卫,101,1.889,53.47平米,38.98㎡,70年,北,满五年,"首付31万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-09,2011-04-12,有,钢混结构,2011年建/板楼,商品房,集中供暖,简装,高楼层 (共12层),板楼,一梯四户
东方花园西区,"黄岛,黄岛区政府",3室1厅1厨2卫,280,1.8884,148.28平米,138.55㎡,50年,南 北,满两年,"首付84万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-27,2014-09-19,暂无数据,砖混结构,2003年建/板楼,商品房,集中供暖,其他,高楼层 (共5层),板楼,一梯两户
联城海岸锦城,"市北,海云庵",2室2厅1厨1卫,168,1.8877,89平米,67.84㎡,70年,南 北,满两年,"首付51万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-20,2013-07-31,有,钢混结构,2013年建/板塔结合,商品房,集中供暖,其他,低楼层 (共32层),板塔结合,两梯三户
海信南岭风情,"李沧,十梅庵",3室1厅1厨1卫,208,1.885,110.35平米,95.88㎡,70年,南 北,满五年,"首付63万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-04,2006-07-20,暂无数据,砖混结构,2004年建/板楼,商品房,集中供暖,精装,中楼层 (共5层),板楼,一梯两户
天泰阳光海岸,"黄岛,天泰",2室1厅1厨1卫,180,1.8843,95.53平米,80.42㎡,50年,南 北,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-13,2010-01-29,有,钢混结构,2003年建/板楼,商品房,集中供暖,其他,低楼层 (共11层),板楼,一梯两户
亚德里亚海湾,"黄岛,金沙滩",2室2厅1厨1卫,178,1.884,94.48平米,72.03㎡,50年,南,满两年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-20,2013-04-14,有,砖混结构,2010年建/板楼,商品房,集中供暖,简装,中楼层 (共27层),板楼,三梯六户
蓝图二期,"黄岛,薛家岛",3室2厅1厨2卫,270,1.8837,143.34平米,暂无数据,50年,南 北,满两年,"首付81万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-25,2015-01-08,有,钢混结构,2016年建/板楼,商品房,集中供暖,精装,低楼层 (共31层),板楼,两梯四户
