hold_year,supply_heating,price_per_area,property_year,sell_time,house_direction,latest_trade,house_used,area,elevator,building_structure,valid_area,price,payandtax,buildtime,trade_property,address,house_type,name,fitment,floor,building_type,household_num
满五年,集中供暖,27075,70年,2017-10-14,南,2002-11-05,普通住宅,155.13平米,暂无数据,钢混结构,140.59㎡,420,"首付126万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市北,台东",5室2厅1厨2卫,怡缘居小区,其他,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,37574,70年,2017-10-10,东南,2003-05-21,普通住宅,93.15平米,暂无数据,砖混结构,85.06㎡,350,"首付105万 ,税费,13.8,万(仅供参考) ,详情",1996年建/板楼,商品房,"市南,大学路",2室2厅1厨1卫,齐东路,其他,中楼层 (共7层),板楼,一梯两户
满两年,集中供暖,19358,70年,2017-10-14,南,2013-08-28,普通住宅,54.76平米,有,钢混结构,43.3㎡,106,"首付32万 ,税费,13.8,万(仅供参考) ,详情",2014年建/板楼,商品房,"黄岛,金沙滩",1室1厅1厨1卫,提香海岸,其他,高楼层 (共15层),板楼,两梯三户
满两年,集中供暖,51879,40年,2017-10-21,南 北,2015-01-12,商住两用,231.31平米,有,钢混结构,172.56㎡,1200,"首付600万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"崂山,雕塑园",3室1厅1厨3卫,银座领海公馆,其他,高楼层 (共27层),板楼,两梯三户
满两年,集中供暖,38122,70年,2017-10-16,南 北,2014-01-16,普通住宅,165.26平米,有,钢混结构,143.22㎡,630,"首付189万 ,税费,13.8,万(仅供参考) ,详情",2013年建/板楼,商品房,"崂山,颐中体育场",4室2厅1厨2卫,远洋风景,其他,中楼层 (共11层),板楼,一梯两户
满五年,集中供暖,22985,70年,2017-10-09,南 北,2012-10-01,普通住宅,65.26平米,暂无数据,钢混结构,59㎡,150,"首付45万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市北,合肥路佳世客",2室1厅1厨1卫,夹岭沟小区,其他,中楼层 (共7层),板楼,一梯三户
满五年,集中供暖,19100,50年,2017-10-09,南,2008-01-27,普通住宅,136.13平米,暂无数据,钢混结构,122.76㎡,260,"首付78万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,商品房,"城阳,城阳实验二小",4室2厅1厨2卫,翰林苑,其他,低楼层 (共6层),板楼,一梯两户
满两年,集中供暖,21349,70年,2017-06-07,南 北,2013-09-24,普通住宅,89平米,有,钢混结构,71.36㎡,190,"首付57万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"李沧,下王埠",2室1厅1厨1卫,伟东幸福之城二期,简装,低楼层 (共18层),板楼,两梯三户
满两年,集中供暖,15218,50年,2017-10-13,南 北,2013-04-03,普通住宅,138平米,暂无数据,钢混结构,138㎡,210,"首付63万 ,税费,13.8,万(仅供参考) ,详情",2004年建/板楼,商品房,"黄岛,积米崖",5室3厅1厨2卫,瑞港度假村,其他,高楼层 (共6层),板楼,一梯两户
满两年,集中供暖,18501,70年,2017-10-11,南 北,2014-03-19,普通住宅,94.59平米,暂无数据,钢混结构,暂无数据,175,"首付53万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"城阳,流亭",4室2厅1厨2卫,鑫江拉菲庄园,其他,中楼层 (共8层),板楼,一梯两户
满五年,集中供暖,19673,70年,2016-11-30,南,2012-07-30,普通住宅,91.5平米,有,钢混结构,暂无数据,180,"首付54万 ,税费,13.8,万(仅供参考) ,详情",2007年建/板楼,商品房,"李沧,下王埠",2室2厅1厨1卫,百通馨苑六区,精装,中楼层 (共13层),板楼,一梯三户
满两年,集中供暖,13249,70年,2017-10-09,南 西 北,2013-08-11,普通住宅,109.45平米,暂无数据,钢混结构,98.61㎡,145,"首付44万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,商品房,"黄岛,东方影都",3室2厅1厨1卫,瑞海花园B区,其他,中楼层 (共7层),板楼,一梯两户
满两年,集中供暖,30032,70年,2017-10-16,南,2013-09-25,普通住宅,62.6平米,暂无数据,砖混结构,暂无数据,188,"首付57万 ,税费,13.8,万(仅供参考) ,详情",1998年建/板楼,商品房,"市南,闽江路",2室1厅1厨1卫,青啤花园,其他,高楼层 (共7层),板楼,一梯两户
满五年,集中供暖,22660,70年,2017-10-17,南 北,2011-12-23,普通住宅,87.38平米,暂无数据,钢混结构,76.99㎡,198,"首付60万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板楼,经济适用房,"李沧,书院路",2室2厅1厨1卫,元顺和苑,其他,高楼层 (共6层),板楼,一梯两户
满两年,集中供暖,15385,70年,2017-05-31,南 北,2015-02-04,普通住宅,84.5平米,有,钢混结构,64.68㎡,130,"首付39万 ,税费,13.8,万(仅供参考) ,详情",2015年建/板楼,商品房,"城阳,流亭",2室1厅1厨1卫,中铁华胥美邦,精装,高楼层 (共16层),板楼,两梯四户
满两年,集中供暖,19827,70年,2017-04-19,南 北,2012-11-20,普通住宅,122.06平米,有,钢混结构,93.55㎡,242,"首付73万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"李沧,下王埠",3室2厅1厨2卫,春和景明一期,精装,中楼层 (共21层),板楼,两梯三户
满五年,集中供暖,24958,70年,2017-09-28,西南,2000-08-08,普通住宅,117平米,有,钢混结构,115㎡,292,"首付88万 ,税费,13.8,万(仅供参考) ,详情",2002年建/板塔结合,商品房,"市南,五四广场",3室1厅1厨2卫,滨海花园,其他,高楼层 (共33层),板塔结合,两梯六户
满两年,集中供暖,13827,70年,2017-08-31,东北,2015-05-12,普通住宅,96.19平米,有,钢混结构,暂无数据,133,"首付40万 ,税费,13.8,万(仅供参考) ,详情",2009年建/塔楼,商品房,"黄岛,石油大学",2室1厅1厨1卫,康大风和日丽,其他,中楼层 (共30层),塔楼,两梯八户
满两年,集中供暖,23872,70年,2017-09-03,南 北,2012-12-12,普通住宅,73.31平米,暂无数据,钢混结构,63.97㎡,175,"首付53万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"市北,河西",2室1厅1厨1卫,青建天怡景园A区,其他,中楼层 (共6层),板楼,一梯两户
满五年,集中供暖,25952,50年,2014-04-04,南 北,2001-04-03,普通住宅,263.18平米,暂无数据,钢混结构,暂无数据,683,"首付205万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"崂山,石老人",6室2厅1厨3卫,千禧龙苑一期,简装,中楼层 (共4层),板楼,一梯两户
满五年,集中供暖,17444,70年,2017-04-23,北,2012-08-16,普通住宅,48.73平米,有,钢混结构,39.71㎡,85,"首付26万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"李沧,十梅庵",1室1厅1厨1卫,湖畔雅居,简装,低楼层 (共16层),板楼,两梯九户
满五年,集中供暖,13753,50年,2017-08-22,南 北,2011-04-01,普通住宅,95.98平米,有,钢混结构,77.09㎡,132,"首付40万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板楼,商品房,"城阳,世纪公园",2室2厅1厨1卫,春城花园,其他,中楼层 (共11层),板楼,一梯两户
满五年,自供暖,30319,50年,2015-12-21,南 北,2012-03-07,普通住宅,199.55平米,有,钢混结构,168.58㎡,605,"首付182万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"崂山,西姜",4室2厅1厨4卫,颐和星苑BC区,精装,中楼层 (共11层),板楼,一梯两户
满五年,集中供暖,22933,70年,2017-08-12,南,2000-08-09,普通住宅,73.26平米,暂无数据,钢混结构,暂无数据,168,"首付51万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"市北,福州北路",2室1厅1厨1卫,鹏飞花园,其他,高楼层 (共7层),板楼,一梯两户
满五年,集中供暖,13637,70年,2017-06-01,南,2007-12-31,普通住宅,73.33平米,有,钢混结构,60.11㎡,100,"首付30万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"黄岛,灵山卫",2室1厅1厨1卫,观海华庭一期,其他,低楼层 (共11层),板楼,两梯三户
满五年,暂无数据,17796,70年,2017-10-12,南,2006-06-17,普通住宅,67.32平米,暂无数据,未知结构,暂无数据,119.8,"首付36万 ,税费,13.8,万(仅供参考) ,详情",未知年建,商品房,"市北,大沙路",2室1厅1厨1卫,开平路,简装,高楼层 (共6层),,一梯两户
满五年,集中供暖,18119,70年,2017-09-19,南 北,2011-05-04,普通住宅,51.33平米,暂无数据,砖混结构,44.09㎡,93,"首付28万 ,税费,13.8,万(仅供参考) ,详情",2002年建/板楼,商品房,"市北,水清沟",2室1厅1厨1卫,乐安支路,毛坯,中楼层 (共6层),板楼,一梯两户
满五年,集中供暖,14633,50年,2017-09-21,南 北,2009-09-10,普通住宅,92.26平米,暂无数据,砖混结构,暂无数据,135,"首付41万 ,税费,13.8,万(仅供参考) ,详情",2007年建/板楼,商品房,"黄岛,保税区",2室1厅1厨1卫,江珊花园,简装,低楼层 (共5层),板楼,一梯两户
满五年,集中供暖,23155,70年,2017-09-17,南 北,2007-06-28,普通住宅,52.69平米,暂无数据,砖混结构,47.46㎡,122,"首付37万 ,税费,13.8,万(仅供参考) ,详情",1997年建/板楼,商品房,"市北,福州北路",1室1厅1厨1卫,福北小区,其他,中楼层 (共5层),板楼,一梯两户
满五年,集中供暖,26750,70年,2017-09-02,南 北,1999-09-30,普通住宅,67.29平米,暂无数据,砖混结构,59.76㎡,180,"首付54万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,拆迁还建房,"市南,田家花园",4室2厅1厨2卫,田家花园D区,其他,高楼层 (共7层),板楼,一梯三户
未满两年,集中供暖,40596,50年,2017-09-15,南 北,2015-10-30,普通住宅,177.36平米,有,钢混结构,137.52㎡,720,"首付216万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"崂山,雕塑园",3室2厅1厨2卫,樱海园二期,其他,高楼层 (共24层),板楼,两梯三户
满五年,集中供暖,16067,50年,2017-06-15,南 北,2007-06-04,普通住宅,161.83平米,暂无数据,钢混结构,145.56㎡,260,"首付78万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,商品房,"黄岛,香江路",5室2厅1厨3卫,澳龙花园,简装,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,13509,70年,2017-10-18,南 北,2008-03-10,普通住宅,118.44平米,暂无数据,钢混结构,108㎡,160,"首付48万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"黄岛,灵山卫",3室2厅1厨1卫,观海华庭一期,其他,中楼层 (共6层),板楼,一梯两户
满五年,集中供暖,38475,70年,2017-10-15,南 北,2011-03-07,普通住宅,119.04平米,暂无数据,钢混结构,105.9㎡,458,"首付138万 ,税费,13.8,万(仅供参考) ,详情",2006年建/平房,已购公房,"市南,田家花园",3室2厅1厨2卫,海信金色慧谷,其他,低楼层 (共6层),平房,一梯两户
满两年,,23237,,2017-04-20,其他,2014-05-29,别墅,241平米,,联排,南 北,560,"首付168万 ,税费,13.8,万(仅供参考) ,详情",2012年建,商品房,"城阳,城阳实验二小",5室2厅1厨3卫,茵悦小城,集中供暖,低楼层 (共1层),钢混结构,70年
满两年,集中供暖,32415,70年,2017-10-18,南 北,2013-05-09,普通住宅,86.38平米,有,钢混结构,64.44㎡,280,"首付84万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"市北,新都心",2室2厅1厨1卫,万科城东京街区,其他,中楼层 (共18层),板楼,两梯三户
满两年,集中供暖,9977,50年,2017-07-03,南 北,2013-10-08,普通住宅,142.33平米,暂无数据,钢混结构,126.46㎡,142,"首付43万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板楼,商品房,"黄岛,保税区",3室2厅1厨2卫,车家岭小区,其他,高楼层 (共7层),板楼,一梯两户
满两年,集中供暖,14283,70年,2017-10-18,南,2015-09-14,普通住宅,100.12平米,有,钢混结构,78.32㎡,143,"首付43万 ,税费,13.8,万(仅供参考) ,详情",2010年建/塔楼,商品房,"城阳,十梅庵",2室2厅1厨1卫,天泰迦南美地（63-92号楼）,其他,中楼层 (共15层),塔楼,两梯四户
满两年,集中供暖,20931,70年,2017-10-18,南,2013-04-15,普通住宅,86平米,有,钢混结构,65.79㎡,180,"首付54万 ,税费,13.8,万(仅供参考) ,详情",2008年建/塔楼,商品房,"市北,福安",2室1厅1厨1卫,福安小区,其他,高楼层 (共32层),塔楼,三梯九户
满五年,集中供暖,8542,70年,2017-09-03,南 北,2010-05-05,普通住宅,64.39平米,暂无数据,钢混结构,56.44㎡,55,"首付17万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"黄岛,香江路",2室1厅1厨1卫,天福园,精装,高楼层 (共7层),板楼,一梯两户
满五年,集中供暖,28047,50年,2017-09-10,东 西,2003-03-18,普通住宅,75.59平米,暂无数据,砖混结构,暂无数据,212,"首付64万 ,税费,13.8,万(仅供参考) ,详情",1999年建/板楼,商品房,"市北,四方实验小区",2室1厅1厨1卫,东泰花园,精装,中楼层 (共7层),板楼,一梯三户
满五年,集中供暖,20000,70年,2017-09-10,东 东南 西,2004-06-05,普通住宅,82.5平米,暂无数据,钢混结构,73.06㎡,165,"首付50万 ,税费,13.8,万(仅供参考) ,详情",1999年建/板楼,商品房,"市北,浮山后",2室1厅1厨1卫,浮山后一小区,简装,中楼层 (共7层),板楼,一梯两户
满五年,集中供暖,24705,70年,2017-07-26,东 南 北,1991-01-01,普通住宅,57.48平米,暂无数据,砖混结构,暂无数据,142,"首付43万 ,税费,13.8,万(仅供参考) ,详情",1992年建/板楼,商品房,"市南,田家花园",2室1厅1厨1卫,天台路,简装,高楼层 (共8层),板楼,一梯两户
满五年,集中供暖,19369,70年,2017-08-06,南,2007-12-27,普通住宅,87.77平米,暂无数据,砖混结构,暂无数据,170,"首付51万 ,税费,13.8,万(仅供参考) ,详情",1996年建/板楼,商品房,"市北,北仲",3室1厅1厨1卫,延安三路52-64（双号）,其他,高楼层 (共8层),板楼,一梯三户
满五年,集中供暖,14425,70年,2017-07-07,南 北,2012-08-08,普通住宅,88.74平米,暂无数据,钢混结构,76.68㎡,128,"首付39万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"城阳,农业大学",2室1厅1厨1卫,林溪美地,精装,低楼层 (共6层),板楼,一梯两户
满五年,自供暖,16541,70年,2017-10-18,南 北,2009-07-30,普通住宅,89.48平米,暂无数据,钢混结构,暂无数据,148,"首付45万 ,税费,13.8,万(仅供参考) ,详情",2007年建/板楼,商品房,"城阳,十梅庵",2室2厅1厨1卫,天泰奥园（1-59号楼）,其他,低楼层 (共6层),板楼,一梯两户
满五年,集中供暖,29813,70年,2017-06-27,南,2009-07-03,普通住宅,124.11平米,有,砖混结构,103.47㎡,370,"首付111万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,商品房,"市南,八大湖",2室2厅1厨1卫,城市梦想家,其他,高楼层 (共23层),板楼,两梯四户
满五年,集中供暖,15426,50年,2017-09-28,西北,2010-10-22,普通住宅,97.24平米,有,钢混结构,暂无数据,150,"首付45万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板塔结合,商品房,"黄岛,天泰",2室1厅1厨1卫,天泰阳光海岸,其他,低楼层 (共19层),板塔结合,两梯四户
满五年,集中供暖,17179,70年,2017-06-08,东,2001-07-11,普通住宅,76.84平米,暂无数据,钢混结构,68.22㎡,132,"首付40万 ,税费,13.8,万(仅供参考) ,详情",1983年建/板楼,商品房,"市北,水清沟",3室0厅1厨1卫,宜阳路,简装,高楼层 (共7层),板楼,一梯六户
满五年,集中供暖,25975,70年,2017-10-10,南 北,2012-10-08,普通住宅,92.4平米,有,钢混结构,72.46㎡,240,"首付72万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"市北,河西",2室1厅1厨1卫,兴旺花园,精装,中楼层 (共22层),板楼,两梯五户
满两年,集中供暖,29726,70年,2017-06-14,南,2013-09-05,普通住宅,80.74平米,有,钢混结构,62.42㎡,240,"首付72万 ,税费,13.8,万(仅供参考) ,详情",2013年建/板塔结合,商品房,"市北,新都心",2室2厅1厨1卫,海信淮安郡,精装,高楼层 (共12层),板塔结合,两梯三户
满两年,集中供暖,26316,50年,2017-09-27,南 北,2013-05-31,普通住宅,51.3平米,暂无数据,钢混结构,暂无数据,135,"首付41万 ,税费,13.8,万(仅供参考) ,详情",1997年建/板楼,商品房,"市北,榉林公园",1室1厅1厨1卫,太清路,精装,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,14110,70年,2017-09-26,西南,2011-06-14,普通住宅,55.28平米,有,钢混结构,暂无数据,78,"首付24万 ,税费,13.8,万(仅供参考) ,详情",2004年建/板楼,商品房,"市北,海泊河",1室1厅1厨1卫,颐和广厦,其他,中楼层 (共30层),板楼,六梯十九户
满五年,集中供暖,14325,70年,2017-10-06,南 北,2012-02-24,普通住宅,83.77平米,有,钢混结构,68.93㎡,120,"首付36万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"城阳,瑞阳路",2室1厅1厨1卫,都霖馨苑,其他,中楼层 (共11层),板楼,一梯两户
满两年,集中供暖,34637,70年,2017-09-28,南 北,2013-06-14,普通住宅,123.28平米,有,钢混结构,95.92㎡,427,"首付129万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"崂山,张村",2室2厅1厨2卫,爱丁堡国际公寓,其他,中楼层 (共23层),板楼,一梯三户
满两年,集中供暖,30307,70年,2017-07-08,南 北,2015-08-27,普通住宅,80.18平米,暂无数据,钢混结构,70.9㎡,243,"首付73万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"市北,合肥路佳世客",2室1厅1厨1卫,新海园品阁,其他,低楼层 (共7层),板楼,一梯三户
满五年,集中供暖,32952,50年,2017-05-27,南,2009-04-21,普通住宅,69.8平米,有,钢混结构,58.36㎡,230,"首付69万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板楼,商品房,"崂山,颐中体育场",1室2厅1厨1卫,鲁信长春花园,其他,中楼层 (共19层),板楼,两梯四户
满五年,集中供暖,13326,70年,2017-09-29,北,2012-08-23,普通住宅,86.3平米,有,钢混结构,67.59㎡,115,"首付35万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"城阳,瑞阳路",2室1厅1厨1卫,都霖馨苑,其他,高楼层 (共15层),板楼,两梯五户
满五年,集中供暖,22428,70年,2017-07-06,南,2002-01-30,普通住宅,80.26平米,暂无数据,砖混结构,72.4㎡,180,"首付54万 ,税费,13.8,万(仅供参考) ,详情",1998年建/板楼,商品房,"市北,北仲",2室1厅1厨1卫,紫竹苑,其他,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,17469,70年,2017-10-07,南 北,2011-07-28,普通住宅,140.25平米,暂无数据,钢混结构,128.69㎡,245,"首付74万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,商品房,"黄岛,石油大学",3室1厅1厨2卫,康大风和日丽,其他,低楼层 (共6层),板楼,一梯两户
满五年,集中供暖,26192,70年,2017-10-04,南 北,2010-08-18,普通住宅,78.27平米,暂无数据,砖混结构,66.9㎡,205,"首付62万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市北,同安路",2室1厅1厨1卫,浮山后四小区,其他,中楼层 (共7层),板楼,一梯两户
满两年,集中供暖,15657,70年,2017-09-30,南,2015-08-31,普通住宅,89.42平米,有,砖混结构,68.8㎡,140,"首付42万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"城阳,家佳源",2室1厅1厨1卫,中冶圣乔维斯,其他,低楼层 (共17层),板楼,两梯三户
满五年,集中供暖,14169,70年,2017-09-24,南 北,2006-10-03,普通住宅,95.28平米,暂无数据,钢混结构,82.3㎡,135,"首付41万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,商品房,"黄岛,东方影都",2室1厅1厨1卫,瑞海花园D区,其他,中楼层 (共6层),板楼,一梯两户
满五年,集中供暖,20710,70年,2017-10-03,南 北,2009-03-26,普通住宅,85.95平米,暂无数据,钢混结构,74.75㎡,178,"首付54万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板楼,商品房,"李沧,下王埠",2室2厅1厨1卫,百通依山小居,其他,中楼层 (共6层),板楼,一梯三户
满五年,集中供暖,15378,70年,2017-09-26,南 北,2008-10-29,普通住宅,85.19平米,暂无数据,钢混结构,71.09㎡,131,"首付40万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板楼,商品房,"李沧,十梅庵",2室2厅1厨1卫,帝都嘉园,其他,高楼层 (共11层),板楼,一梯两户
满五年,集中供暖,33108,50年,2017-10-12,南,2009-06-11,普通住宅,120.82平米,有,钢混结构,104.14㎡,400,"首付120万 ,税费,13.8,万(仅供参考) ,详情",2006年建/板楼,商品房,"崂山,颐中体育场",2室2厅1厨1卫,鲁信长春花园,精装,低楼层 (共6层),板楼,一梯两户
满五年,集中供暖,21780,70年,2017-10-09,南 北,2006-10-11,普通住宅,91.83平米,暂无数据,砖混结构,82.48㎡,200,"首付60万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,经济适用房,"李沧,河南",2室2厅1厨1卫,福林苑一期,其他,低楼层 (共6层),板楼,一梯两户
满五年,集中供暖,30976,70年,2017-10-08,东南,2002-12-03,普通住宅,71.67平米,有,钢混结构,6.38㎡,222,"首付67万 ,税费,13.8,万(仅供参考) ,详情",1985年建/板楼,商品房,"市南,大学路",3室1厅1厨1卫,吴县一路,其他,低楼层 (共9层),板楼,两梯四户
满两年,集中供暖,15958,70年,2017-10-09,南 北,2015-09-16,普通住宅,94平米,有,钢混结构,72.32㎡,150,"首付45万 ,税费,13.8,万(仅供参考) ,详情",2014年建/板楼,商品房,"城阳,瑞阳路",3室1厅1厨1卫,御景尚都二期,其他,低楼层 (共18层),板楼,两梯三户
未满两年,集中供暖,18217,50年,2017-10-08,南,2017-10-10,普通住宅,88.93平米,有,钢混结构,70.19㎡,162,"首付49万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"黄岛,石油大学",2室1厅1厨1卫,鲁商蓝岸国际一期二期,其他,高楼层 (共33层),板楼,两梯四户
满五年,集中供暖,19306,70年,2017-10-08,南 北,2010-09-03,普通住宅,72平米,暂无数据,钢混结构,66.41㎡,139,"首付42万 ,税费,13.8,万(仅供参考) ,详情",1995年建/板楼,商品房,"市北,台东",2室1厅1厨1卫,利津路散盘,其他,高楼层 (共6层),板楼,一梯三户
满两年,集中供暖,20903,70年,2017-10-08,南 北,2013-11-06,普通住宅,81.33平米,有,钢混结构,64.59㎡,170,"首付51万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"李沧,绿城",2室1厅1厨1卫,山河城C区,其他,中楼层 (共19层),板楼,两梯四户
满两年,集中供暖,13618,70年,2017-10-20,南 北,2014-12-04,普通住宅,88.12平米,暂无数据,钢混结构,68.37㎡,120,"首付36万 ,税费,13.8,万(仅供参考) ,详情",2013年建/板楼,商品房,"城阳,世纪公园",2室2厅1厨1卫,天竺嘉园,其他,高楼层 (共11层),板楼,一梯三户
满五年,集中供暖,26902,70年,2017-10-10,南 北,2012-01-11,普通住宅,120.44平米,暂无数据,钢混结构,暂无数据,324,"首付98万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"李沧,下王埠",3室1厅1厨2卫,百通尚风尚水,其他,中楼层 (共4层),板楼,一梯两户
满五年,集中供暖,20849,70年,2017-10-11,东,2009-12-25,普通住宅,55.16平米,暂无数据,钢混结构,48.25㎡,115,"首付35万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市北,合肥路佳世客",2室1厅1厨1卫,夹岭沟小区,其他,高楼层 (共7层),板楼,一梯三户
满五年,集中供暖,19111,70年,2017-10-13,南 北,2002-04-10,普通住宅,70.64平米,暂无数据,钢混结构,62.93㎡,135,"首付41万 ,税费,13.8,万(仅供参考) ,详情",1994年建/板楼,商品房,"市北,海云庵",2室1厅1厨1卫,兴隆路78号小区,其他,中楼层 (共7层),板楼,一梯三户
满两年,集中供暖,23177,70年,2017-10-09,南 北,2014-09-05,普通住宅,90.61平米,暂无数据,砖混结构,暂无数据,210,"首付63万 ,税费,13.8,万(仅供参考) ,详情",1999年建/板楼,商品房,"市北,海泊河",2室1厅1厨1卫,港澳新城,其他,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,20167,70年,2017-10-10,南,2002-11-23,普通住宅,68.43平米,有,钢混结构,暂无数据,138,"首付42万 ,税费,13.8,万(仅供参考) ,详情",1997年建/板楼,商品房,"市北,台东",2室1厅1厨1卫,芙蓉路,其他,中楼层 (共8层),板楼,两梯四户
满五年,集中供暖,31332,70年,2017-10-08,南 北,2005-12-02,普通住宅,130.22平米,有,钢混结构,110㎡,408,"首付123万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市南,八大湖",3室2厅1厨2卫,福海景苑,其他,中楼层 (共16层),板楼,一梯三户
满五年,集中供暖,24393,50年,2017-10-11,南,2002-10-16,普通住宅,96.34平米,暂无数据,砖混结构,90㎡,235,"首付71万 ,税费,13.8,万(仅供参考) ,详情",2002年建/板楼,商品房,"市北,海泊河",2室1厅1厨1卫,银河山庄,其他,低楼层 (共6层),板楼,一梯两户
满五年,集中供暖,28918,70年,2017-10-17,南 北,1987-10-15,普通住宅,53.6平米,暂无数据,钢混结构,49㎡,155,"首付47万 ,税费,13.8,万(仅供参考) ,详情",1998年建/板楼,商品房,"市南,八大湖",2室1厅1厨1卫,海洋地质所（福州南路64号）,其他,低楼层 (共6层),板楼,一梯三户
满两年,集中供暖,25807,70年,2017-08-11,南 北,2014-06-11,普通住宅,88.35平米,有,钢混结构,暂无数据,228,"首付69万 ,税费,13.8,万(仅供参考) ,详情",2013年建/板楼,商品房,"李沧,李沧万达",3室1厅1厨1卫,万达中央公馆,其他,低楼层 (共28层),板楼,两梯四户
满五年,集中供暖,13261,50年,2017-07-28,南 北,2011-01-07,普通住宅,104.07平米,暂无数据,钢混结构,91.75㎡,138,"首付42万 ,税费,13.8,万(仅供参考) ,详情",2006年建/板楼,商品房,"城阳,太阳城",2室1厅1厨1卫,盛世民生花园,简装,中楼层 (共7层),板楼,一梯两户
满五年,集中供暖,20546,70年,2017-07-10,南 北,2009-06-11,普通住宅,47.7平米,暂无数据,砖混结构,暂无数据,98,"首付30万 ,税费,13.8,万(仅供参考) ,详情",1995年建/板楼,商品房,"市北,台东",2室0厅1厨1卫,诸城路,简装,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,30020,70年,2017-10-13,南 西 北,2012-07-10,普通住宅,91.94平米,有,钢混结构,74.06㎡,276,"首付83万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"崂山,北村",2室1厅1厨1卫,竹韵山色二期,其他,中楼层 (共12层),板楼,一梯三户
满五年,集中供暖,17841,70年,2017-08-20,南,2012-02-17,普通住宅,94.17平米,有,钢混结构,73.07㎡,168,"首付51万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"李沧,东李",2室1厅1厨1卫,和达和城,其他,低楼层 (共22层),板楼,两梯四户
满两年,集中供暖,41585,50年,2017-08-17,南 北,2014-11-18,普通住宅,101平米,暂无数据,砖混结构,91.92㎡,420,"首付126万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"崂山,雕塑园",5室2厅1厨3卫,颐景园,其他,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,23776,70年,2017-08-12,南 北,2011-07-28,普通住宅,84.12平米,暂无数据,砖混结构,74.96㎡,200,"首付60万 ,税费,13.8,万(仅供参考) ,详情",1998年建/板楼,商品房,"市南,八大湖",3室1厅1厨1卫,颐和苑,其他,高楼层 (共6层),板楼,一梯三户
